url,written,written_human_readable,shape,shards,chunks,dimension_names,license,name,description,organismId,fbbiId
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_1501-1550 Asterella gracilis (Mannia gracilis) stature dorsal side (Laowa 5.0x on macro bellow 8x).ome.zarr,7847864055,7.31 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1501-1550 Asterella gracilis (Mannia gracilis) stature dorsal side (Laowa 5.0x on macro bellow 8x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_1351-1400 Asterella gracilis (Mannia gracilis) stature ventral side (Laowa 5.0x on macro bellow 8x).ome.zarr,7707613181,7.18 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1351-1400 Asterella gracilis (Mannia gracilis) stature ventral side (Laowa 5.0x on macro bellow 8x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_1651-1700 Asterella gracilis (Mannia gracilis) stature dorsal side (Laowa 5.0x on macro bellow 8x).ome.zarr,7735099597,7.20 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1651-1700 Asterella gracilis (Mannia gracilis) stature dorsal side (Laowa 5.0x on macro bellow 8x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_1851-1900 Asterella gracilis (Mannia gracilis) stature ventral side (Laowa 5.0x).ome.zarr,7201387337,6.71 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1851-1900 Asterella gracilis (Mannia gracilis) stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_1801-1850 Asterella gracilis (Mannia gracilis) stature ventral side (Laowa 5.0x).ome.zarr,7127071726,6.64 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1801-1850 Asterella gracilis (Mannia gracilis) stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_2001-2050 Asterella gracilis (Mannia gracilis) stature dorsal side (Laowa 5.0x).ome.zarr,7105205306,6.62 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2001-2050 Asterella gracilis (Mannia gracilis) stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_1951-2000 Asterella gracilis (Mannia gracilis) stature dorsal side (Laowa 5.0x).ome.zarr,7100850733,6.61 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1951-2000 Asterella gracilis (Mannia gracilis) stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_1751-1800 Asterella gracilis (Mannia gracilis) stature ventral side (Laowa 5.0x).ome.zarr,6980026103,6.50 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1751-1800 Asterella gracilis (Mannia gracilis) stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_1901-1950 Asterella gracilis (Mannia gracilis) stature dorsal side (Laowa 5.0x).ome.zarr,6966562947,6.49 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1901-1950 Asterella gracilis (Mannia gracilis) stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0102-0141 Asterella gracilis (Mannia gracilis) stature.ome.zarr,5840375361,5.44 GB,"1,3,40,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0102-0141 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0472 Asterella gracilis (Mannia gracilis) stature.ome.zarr,332691338,317.28 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0472 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0471 Asterella gracilis (Mannia gracilis) stature.ome.zarr,332901507,317.48 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0471 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_1113 Asterella gracilis (Mannia gracilis) stature.ome.zarr,313593054,299.07 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1113 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_1114 Asterella gracilis (Mannia gracilis) stature.ome.zarr,313296329,298.78 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1114 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0553 Asterella gracilis (Mannia gracilis) stature.ome.zarr,309489781,295.15 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0553 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0088 Asterella gracilis (Mannia gracilis) stature.ome.zarr,153413008,146.31 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0088 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0090 Asterella gracilis (Mannia gracilis) stature.ome.zarr,153132326,146.04 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0090 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0091 Asterella gracilis (Mannia gracilis) stature.ome.zarr,152788202,145.71 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0091 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0022 Asterella gracilis (Mannia gracilis) stature.ome.zarr,144211580,137.53 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0022 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0024 Asterella gracilis (Mannia gracilis) stature.ome.zarr,143265920,136.63 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0024 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0099 Asterella gracilis (Mannia gracilis) stature.ome.zarr,141639518,135.08 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0099 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0098 Asterella gracilis (Mannia gracilis) stature.ome.zarr,142477772,135.88 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0098 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0101 Asterella gracilis (Mannia gracilis) stature.ome.zarr,142371867,135.78 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0101 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0095 Asterella gracilis (Mannia gracilis) stature.ome.zarr,141720467,135.16 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0095 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0093 Asterella gracilis (Mannia gracilis) stature.ome.zarr,142812634,136.20 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0093 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0023 Asterella gracilis (Mannia gracilis) stature.ome.zarr,141643805,135.08 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0023 Asterella gracilis (Mannia gracilis) stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE/IMG_0005 Asterella gracilis (Mannia gracilis) voucher specimen.ome.zarr,93199645,88.88 MB,"1,3,1,3088,5308","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0005 Asterella gracilis (Mannia gracilis) voucher specimen.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE Processed/asterella_gracilis_swe_thallus_cross_section.ome.zarr,167435620,159.68 MB,"1,3,1,12756,17008","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: asterella_gracilis_swe_thallus_cross_section.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE Processed/asterella_gracilis_swe_stature.ome.zarr,73582693,70.17 MB,"1,3,1,4138,5518","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: asterella_gracilis_swe_stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE Processed/asterella_gracilis_swe_thallus_air_pore_anterior_view.ome.zarr,60066818,57.28 MB,"1,3,1,4160,5547","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: asterella_gracilis_swe_thallus_air_pore_anterior_view.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE Processed/asterella_gracilis_swe_ventral_scales.ome.zarr,51052698,48.69 MB,"1,3,1,6356,8475","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: asterella_gracilis_swe_ventral_scales.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE Processed/asterella_gracilis_swe_thallus_air_pore_cross_section.ome.zarr,54172306,51.66 MB,"1,3,1,4160,5546","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: asterella_gracilis_swe_thallus_air_pore_cross_section.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE Processed/asterella_gracilis_swe_stature_ventral_side.ome.zarr,26472663,25.25 MB,"1,3,1,4077,5436","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: asterella_gracilis_swe_stature_ventral_side.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE Processed/asterella_gracilis_swe_voucher_specimen.ome.zarr,30879284,29.45 MB,"1,3,1,3088,5308","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: asterella_gracilis_swe_voucher_specimen.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Asterella gracilis SWE Processed/asterella_gracilis_swe_stature_dorsal_side.ome.zarr,19681756,18.77 MB,"1,3,1,3488,4650","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: asterella_gracilis_swe_stature_dorsal_side.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122620,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Athalamia hyalina var. suecica SWE/IMG_0594-0683 Athalamia hyalina var. suecica stature.ome.zarr,29416323490,27.40 GB,"1,3,90,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0594-0683 Athalamia hyalina var. suecica stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122615,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Athalamia hyalina var. suecica SWE/IMG_0684-0763 Athalamia hyalina var. suecica stature.ome.zarr,26292367172,24.49 GB,"1,3,80,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0684-0763 Athalamia hyalina var. suecica stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122615,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Athalamia hyalina var. suecica SWE/IMG_1551-1650 Athalamia hyalina var. suecica thallus with air pore cross section (40x DIC).ome.zarr,17199956452,16.02 GB,"1,3,100,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1551-1650 Athalamia hyalina var. suecica thallus with air pore cross section (40x DIC).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122615,
